"ticker","compName","industry","year","avgPrc","avgShr","avgVol","avgRet","bid","ask","bidLo","askHi","avgRev","avgMkVal","avgShares","ceoName","ceoStart","ceoEnd","ceoComp1","ceoComp2","ceoSalPctChg","ceoShares","ceoGender","left","joined","ceoChg"
"AAPL","APPLE INC",334111,2013,473.7402525,917673.333333333,3172538.33333333,0.00758508333333333,453.910005,454.02,390.53,570.09003,114243.75,426190.574625,1063199682,"Timothy D. Cook","08/24/2011",NA,4252.727,4252.727,3.115,87.316,"MALE",NA,"2011",NA
"AAPL","APPLE INC",334111,2014,292.980001666667,3812970.83333333,7300824.58333333,0.0290298333333333,114.655,114.68,90.28,647.34998,121075.25,527700.75225,2281079542.75,"Timothy D. Cook","08/24/2011",NA,9222.638,9222.638,24.89,950.767,"MALE",NA,"2011",NA
"AAPL","APPLE INC",334111,2015,119.8604175,5708959.58333333,10900237.4166667,-0.00216308333333333,120.45,120.485,103.12,133,155784.25,672764.1579,3369220062.5,"Timothy D. Cook","08/24/2011",NA,10281.327,10281.327,14.386,1039.598,"MALE",NA,"2011",NA
"AAPL","APPLE INC",334111,2016,104.621666666667,5416949.83333333,8080778.25,0.0106158333333333,105.15,105.16,90.34,118.25,146133.75,574887.16785,2604114722.5,"Timothy D. Cook","08/24/2011",NA,8747.719,8747.719,50,1039.809,"MALE",NA,"2011",NA
"AAPL","APPLE INC",334111,2017,151.616665833333,5175724.5,5682973,0.0337305833333333,150.764995,150.775,116.02,176.42,153871.75,722788.144125,1788523815,"Timothy D. Cook","08/24/2011",NA,12825.066,12825.066,1.923,901.474,"MALE",NA,"2011",NA
"AAPL","APPLE INC",334220,2017,151.616665833333,5175724.5,5682973,0.0337305833333333,150.764995,150.775,116.02,176.42,153871.75,722788.144125,1788523815,"Timothy D. Cook","08/24/2011",NA,12825.066,12825.066,1.923,901.474,"MALE",NA,"2011",NA
"AAPL","APPLE INC",334220,2018,187.4508325,4866661.5,7121555.41666667,-0.00115225,180.75,180.760005,146.83,232.07001,176385.25,914803.63955,1870392677.5,"Timothy D. Cook","08/24/2011",NA,15682.219,15682.219,-1.887,878.425,"MALE",NA,"2011",NA
"AAPL","APPLE INC",334220,2019,213.217498333333,4552705.83333333,5908696.58333333,0.0554038333333333,204.615,204.65501,142.19,293.64999,170735.75,878309.496575,2001538820,"Timothy D. Cook","08/24/2011",NA,11555.466,11555.466,0,847.969,"MALE",NA,"2011",NA
"AAPL","APPLE INC",334220,2020,237.015830833333,9615657.91666667,15447140.0833333,0.0564608333333333,264.43499,264.465,106.84,506.09,181570.75,1479012.4337,4485657170,"Timothy D. Cook","08/24/2011",NA,14769.259,14769.259,0,3349.496,"MALE",NA,"2011",NA
"AAT","AMERICAN ASSETS TRUST INC",531190,2011,21.0458333333333,38555.1666666667,64685.6666666667,-0.001648,21.25,21.27,16.96,23.01,127.92575,807.07855,19401003,"Ernest Sylvan Rady","09/14/2015",NA,239.583,239.583,NA,5475.077,"MALE",NA,"2015",NA
"AAT","AMERICAN ASSETS TRUST INC",531190,2012,24.9325,39344.1666666667,31776.4166666667,0.0268270833333333,25.125,25.135,19.92,28.41,143.936,1002.3626,9486102.5,"Ernest Sylvan Rady","09/14/2015",NA,450,450,4.348,5486.577,"MALE",NA,"2015",NA
"AAT","AMERICAN ASSETS TRUST INC",531190,2013,31.3658333333333,40063.3333333333,41056.5,0.0113665,31.3,31.33,28,35.59,158.25525,1256.300075,12310108.75,"Ernest Sylvan Rady","09/14/2015",NA,550,550,0,5503.638,"MALE",NA,"2015",NA
"AAT","AMERICAN ASSETS TRUST INC",531190,2014,35.2366666666667,42059.9166666667,33520.25,0.0211019166666667,34.28,34.305,31.26,40.65,161.00375,1516.2496,10050282.75,"Ernest Sylvan Rady","09/14/2015",NA,571.634,571.634,3.846,5181.079,"MALE",NA,"2015",NA
"AAT","AMERICAN ASSETS TRUST INC",531190,2015,40.6966666666667,44378.3333333333,40142,-0.00116341666666667,40.33,40.35,37.49,45.05,169.68,1812.962725,12039490.25,"Ernest Sylvan Rady","09/14/2015",NA,1400.485,1400.485,-1.778,14786.6,"MALE",NA,"2015",NA
"AAT","AMERICAN ASSETS TRUST INC",531190,2016,41.0775,45442,40440.4166666667,0.0109781666666667,40.02,40.035,34.61,45.95,181.771,1922.48285,12098008.25,"Ernest Sylvan Rady","09/14/2015",NA,2869.323,2869.323,96.078,5026.393,"MALE",NA,"2015",NA
"AAT","AMERICAN ASSETS TRUST INC",531190,2017,40.6191666666667,46885.0833333333,50910.9166666667,-0.00930383333333333,40.18,40.19,37.66,44.57,193.559,1869.65075,15269727.5,"Ernest Sylvan Rady","09/14/2015",NA,2472.468,2472.468,3,5897.167,"MALE",NA,"2015",NA
"AAT","AMERICAN ASSETS TRUST INC",531190,2018,36.9975,47205,54157.75,0.00585941666666667,37.795,37.805,31.72,42.81,206.5915,1761.90365,16246660.5,"Ernest Sylvan Rady","09/14/2015",NA,3943.25,3943.25,2.913,5999.891,"MALE",NA,"2015",NA
"AAT","AMERICAN ASSETS TRUST INC",531190,2019,46.1108333333333,54654.5833333333,71778.4166666667,0.0116973333333333,46.29,46.3,39.3,48.96,222.61275,2637.85325,21472166.25,"Ernest Sylvan Rady","09/14/2015",NA,3784.465,3784.465,3,6299.267,"MALE",NA,"2015",NA
"AAT","AMERICAN ASSETS TRUST INC",531110,2019,46.1108333333333,54654.5833333333,71778.4166666667,0.0116973333333333,46.29,46.3,39.3,48.96,222.61275,2637.85325,21472166.25,"Ernest Sylvan Rady","09/14/2015",NA,3784.465,3784.465,3,6299.267,"MALE",NA,"2015",NA
"AAT","AMERICAN ASSETS TRUST INC",531110,2020,29.1233333333333,60114,76715,-0.0223831666666667,27.37,27.4,20.93,47.91,221.235,1593.23115,22962182.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AAWW","ATLAS AIR WORLDWIDE HOLDINGS INC",481212,2008,43.94,21619.5833333333,52909.8333333333,-0.0565785833333333,49.675,49.71,9.05,64.92,1230.58066666667,783.6019,17533873.6666667,"William J. Flynn","06/22/2006","12/31/2019",3536.044,3536.044,4.65,140.122,"MALE","2019","2006",FALSE
"AAWW","ATLAS AIR WORLDWIDE HOLDINGS INC",481212,2009,24.6941666666667,21850.4166666667,78349.4166666667,0.0779900833333333,25.39,25.445,10.03,38.18,622.63675,621.7049,22906744.25,"William J. Flynn","06/22/2006","12/31/2019",4512.188,4512.188,3.671,179.9,"MALE","2019","2006",FALSE
"AAWW","ATLAS AIR WORLDWIDE HOLDINGS INC",481212,2010,50.3841666666667,25813.8333333333,75435.0833333333,0.0438325833333333,52.195,52.28,36.47,61.19,815.62475,1336.7339,21615547.5,"William J. Flynn","06/22/2006","12/31/2019",5909.326,5909.326,16.358,161.905,"MALE","2019","2006",FALSE
"AAWW","ATLAS AIR WORLDWIDE HOLDINGS INC",481212,2011,52.8733333333333,26225.5,63271.75,-0.018243,51.595,51.655,30.9,72.26,838.265,1320.02965,18196038,"William J. Flynn","06/22/2006","12/31/2019",6355.713,7059.131,4.348,206.497,"MALE","2019","2006",FALSE
"AAWW","ATLAS AIR WORLDWIDE HOLDINGS INC",481212,2012,47.1270833333333,26413.9166666667,58639.8333333333,0.0187904166666667,45.705,45.73,38.7,56.98,995.65125,1246.946325,17183737.75,"William J. Flynn","06/22/2006","12/31/2019",6906.126,6906.126,8.75,201.267,"MALE","2019","2006",FALSE
"AAWW","ATLAS AIR WORLDWIDE HOLDINGS INC",481212,2013,42.8391666666667,25548.1666666667,62749.9166666667,-0.000534083333333332,44.195,44.25,36.4,49.64,1000.361,1088.35705,18273913.5,"William J. Flynn","06/22/2006","12/31/2019",5865.644,5865.644,5.747,198.888,"MALE","2019","2006",FALSE
"AAWW","ATLAS AIR WORLDWIDE HOLDINGS INC",481212,2014,36.81,25058,60823.9166666667,0.02122225,35.275,35.3,30.13,49.3,1089.3565,965.034825,18200285.5,"William J. Flynn","06/22/2006","12/31/2019",5911.937,5911.937,0,175.284,"MALE","2019","2006",FALSE
"AAWW","ATLAS AIR WORLDWIDE HOLDINGS INC",481212,2015,45.0558333333333,24859.5,78088.25,-0.00871633333333333,44.09,44.125,34.22,59.42,1129.691,1080.543275,23420141.5,"William J. Flynn","06/22/2006","12/31/2019",6207.884,7133.369,0,200.706,"MALE","2019","2006",FALSE
"AAWW","ATLAS AIR WORLDWIDE HOLDINGS INC",481212,2016,42.25,24853.5833333333,59314,0.02484925,42.06,42.09,33.37,53.45,1107.50775,1113.17525,17795047,"William J. Flynn","06/22/2006","12/31/2019",13487.786,13487.786,0,246.958,"MALE","2019","2006",FALSE
"AAWW","ATLAS AIR WORLDWIDE HOLDINGS INC",481212,2017,57.8041666666667,25238.6666666667,57140.1666666667,0.0132495,57.875,57.925,46.05,68.25,1288.28075,1466.2938,17117372.5,"William J. Flynn","06/22/2006","12/31/2019",6025.444,6025.444,0,146.958,"MALE","2019","2006",FALSE
"AAWW","ATLAS AIR WORLDWIDE HOLDINGS INC",481212,2018,59.9675,25541.4166666667,56919.5,-0.0221823333333333,60.85,60.9,36.85,74,1609.16575,1522.47365,16992387.25,"William J. Flynn","06/22/2006","12/31/2019",6912.66,6912.66,9.661,121.979,"MALE","2019","2006",FALSE
"AAWW","ATLAS AIR WORLDWIDE HOLDINGS INC",481212,2019,38.18,25835.0833333333,76943.6666666667,-0.0131748333333333,39.99,40.035,20.955,60.31,1688.65325,956.746625,23035443,"William J. Flynn","06/22/2006","12/31/2019",7745.314,7745.314,0,96.979,"MALE","2019","2006",TRUE
"AAWW","ATLAS AIR WORLDWIDE HOLDINGS INC",481219,2019,38.18,25835.0833333333,76943.6666666667,-0.0131748333333333,39.99,40.035,20.955,60.31,1688.65325,956.746625,23035443,"William J. Flynn","06/22/2006","12/31/2019",7745.314,7745.314,0,96.979,"MALE","2019","2006",TRUE
"AAWW","ATLAS AIR WORLDWIDE HOLDINGS INC",481219,2020,44.0466666666667,26449.3333333333,121198.666666667,0.0668648333333333,47.515,47.555,16.415,68.2,1900.5035,1221.9822,36510035.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ABCB","AMERIS BANCORP",551111,2008,12.8008333333333,13558.0833333333,10565.5,-0.00887808333333333,12.925,12.95,7.19,16.55,NA,159.940666666667,2932950.66666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ABCB","AMERIS BANCORP",551111,2009,6.35166666666667,13623.5833333333,7119.75,-0.01882475,6.455,6.49,3.66,11.73,NA,86.6654,2018497.980425,"Andrew B. Cheney","06/27/2019",NA,311.811,311.811,NA,29.725737,"MALE",NA,"2019",NA
"ABCB","AMERIS BANCORP",551111,2010,9.7,21177.5,20193.5,0.04325075,9.55,9.595,7.31,11.55,NA,206.2878,5902224.20155,"Andrew B. Cheney","06/27/2019",NA,422.216,422.216,56.675,51.019,"MALE",NA,"2019",NA
"ABCB","AMERIS BANCORP",551111,2011,9.6875,23740.0833333333,13491.1666666667,0.000906416666666666,9.945,9.965,8.47,11.1,NA,225.8072,3869306.75,"Andrew B. Cheney","06/27/2019",NA,449.026,449.026,0,64.474,"MALE",NA,"2019",NA
"ABCB","AMERIS BANCORP",551111,2012,11.89,23804.8333333333,11336.5,0.0200734166666667,11.89,11.91,10.34,13.4,NA,302.54465,3291116.5,"Andrew B. Cheney","06/27/2019",NA,596.821,596.821,3.448,69.565,"MALE",NA,"2019",NA
"ABCB","AMERIS BANCORP",551111,2013,17.1166666666667,23991.6666666667,15036.5,0.0468660833333333,17.55,17.57,12.79,21.42,NA,428.620575,4356907,"Andrew B. Cheney","06/27/2019",NA,755.332,755.332,15.972,85.541,"MALE",NA,"2019",NA
"ABCB","AMERIS BANCORP",551111,2014,22.5766666666667,26322.6666666667,19613.5,0.0179339166666667,21.9,21.91,19.73,26.48,NA,609.395925,5882460.5,"Andrew B. Cheney","06/27/2019",NA,805.183,805.183,0.599,90.575,"MALE",NA,"2019",NA
"ABCB","AMERIS BANCORP",551111,2015,27.9058333333333,32194.4166666667,36680.1666666667,0.0250073333333333,26.695,26.71,22.75,34.9,NA,920.995375,10928335.75,"Andrew B. Cheney","06/27/2019",NA,901.854,901.854,14.286,85.867,"MALE",NA,"2019",NA
"ABCB","AMERIS BANCORP",551111,2016,33.8425,34425.9166666667,43399.9166666667,0.0254104166666667,32.475,32.495,25.09,47.3,NA,1201.857625,13017861,"Andrew B. Cheney","06/27/2019",NA,1548.399,1548.399,0,102.878,"MALE",NA,"2019",NA
"ABCB","AMERIS BANCORP",551111,2017,46.8083333333333,36839,41181.6666666667,0.010051,47.45,47.5,41.4,51.05,NA,1772.203875,12314870.25,"Andrew B. Cheney","06/27/2019",NA,922.077,1348.142,0,0,"MALE",NA,"2019",NA
"ABCB","AMERIS BANCORP",551111,2018,48.3075,43806.5,65266,-0.029397,50.625,50.675,30.19,58.1,NA,2059.393725,19275184.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ABCB","AMERIS BANCORP",551111,2019,39.0208333333333,58521.9166666667,81714,0.0296858333333333,39.47,39.485,31.84,44.57,NA,2310.97635,24453929,"Andrew B. Cheney","06/27/2019",NA,542.021,542.021,NA,4.212,"MALE",NA,"2019",NA
"ABCB","AMERIS BANCORP",522110,2019,39.0208333333333,58521.9166666667,81714,0.0296858333333333,39.47,39.485,31.84,44.57,NA,2310.97635,24453929,"Andrew B. Cheney","06/27/2019",NA,542.021,542.021,NA,4.212,"MALE",NA,"2019",NA
"ABCB","AMERIS BANCORP",522110,2020,28.5945833333333,69459.5833333333,88408.4166666667,0.00193483333333334,24.975,25.015,18.52,43.53,NA,1879.745325,26580454.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ABG","ASBURY AUTOMOTIVE GROUP INC",441310,2008,11.1991666666667,31876.9166666667,101652.166666667,-0.0354013333333333,12.495,12.51,2,17.39,3434.53333333333,308.191733333333,30355653,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ABG","ASBURY AUTOMOTIVE GROUP INC",441310,2009,9.27083333333333,32172.8333333333,79281.5,0.134499083333333,9.995,10.02,2.01,14.86,2140.175,313.01245,23781712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ABG","ASBURY AUTOMOTIVE GROUP INC",441310,2010,13.6175,32658.25,59367.4166666667,0.0503450833333333,13.395,13.41,9.82,18.8,2384.425,461.7625,17779783.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ABG","ASBURY AUTOMOTIVE GROUP INC",441310,2011,18.7283333333333,32454.4166666667,83451.3333333333,0.0170134166666667,18.51,18.52,15.04,21.66,2579.425,601.074075,25024627.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ABG","ASBURY AUTOMOTIVE GROUP INC",441310,2012,27.4933333333333,31513.5833333333,69010.9166666667,0.0360965,27.335,27.35,21.5,32.35,2841.475,870.335,20695359.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
