"date","fisYr","ticker","compName","totalRev","country","cmnShrTraded","totalMktVal","industry","bidLow","askHigh","holdingPeriodReturn","avgPrc","avgShOut","avgShVol","ceoName","ceoStart","ceoEnd","ceoComp1","ceoComp2","ceoSalPctChg","ceoShares","ceoGender","ceoChg"
2011-03-31,2011,"NFBK","NORTHFIELD BANCORP INC",NA,"USA",1518689,592.2684,"6035",12.79,13.86,"0.030620",13.3866666666667,43183.3333333333,5494.33333333333,"Steven M. Klein, CPA","11/01/2017",NA,524.208,524.208,14.103,200.097655,"MALE",NA
2011-06-30,2011,"NFBK","NORTHFIELD BANCORP INC",NA,"USA",2133297,595.7363,"6035",13.32,14.16,"-0.006360",14.0933333333333,42633.3333333333,7591.33333333333,"Steven M. Klein, CPA","11/01/2017",NA,524.208,524.208,14.103,200.097655,"MALE",NA
2011-09-30,2011,"NFBK","NORTHFIELD BANCORP INC",NA,"USA",3360001,545.7528,"6035",11.86,13.4,"-0.018532",13.4766666666667,41944,11826.3333333333,"Steven M. Klein, CPA","11/01/2017",NA,524.208,524.208,14.103,200.097655,"MALE",NA
2012-12-31,2012,"NFBK","NORTHFIELD BANCORP INC",NA,"USA",1857422,632.6768,"6035",15.11,16.09,"-0.001310",15.5866666666667,40640.3333333333,6113.33333333333,"Steven M. Klein, CPA","11/01/2017",NA,561.131,561.131,2.247,209.38064723,"MALE",NA
2013-09-30,2013,"NFBK","NORTHFIELD BANCORP INC",NA,"USA",14431310,703.3795,"6035",11.99,12.42,"0.011667",11.9533333333333,58126,49008.6666666667,"Steven M. Klein, CPA","11/01/2017",NA,657.891,657.891,14.264,173.587,"MALE",NA
2013-12-31,2013,"NFBK","NORTHFIELD BANCORP INC",NA,"USA",9680305,764.6232,"6035",12.72,13.31,"0.015385",13.0433333333333,57934.6666666667,32795.3333333333,"Steven M. Klein, CPA","11/01/2017",NA,657.891,657.891,14.264,173.587,"MALE",NA
2014-03-31,2014,"NFBK","NORTHFIELD BANCORP INC",NA,"USA",14187339,706.2326,"6035",12.64,12.99,"0.015798",12.65,56923,47323.3333333333,"Steven M. Klein, CPA","11/01/2017",NA,740.467,740.467,1.269,355.323,"MALE",NA
2014-06-30,2014,"NFBK","NORTHFIELD BANCORP INC",NA,"USA",16180330,695.3413,"6035",12.99,13.48,"0.007686",13.03,53597.3333333333,54078.6666666667,"Steven M. Klein, CPA","11/01/2017",NA,740.467,740.467,1.269,355.323,"MALE",NA
2014-09-30,2014,"NFBK","NORTHFIELD BANCORP INC",NA,"USA",13631962,689.8394,"6035",13.09,13.74,"0.038902",13.1633333333333,51763.6666666667,45493.6666666667,"Steven M. Klein, CPA","11/01/2017",NA,740.467,740.467,1.269,355.323,"MALE",NA
2014-12-31,2014,"NFBK","NORTHFIELD BANCORP INC",NA,"USA",15774949,716.3496,"6035",14.01,14.81,"0.050390",14.3766666666667,49344,52597,"Steven M. Klein, CPA","11/01/2017",NA,740.467,740.467,1.269,355.323,"MALE",NA
2015-03-31,2015,"NFBK","NORTHFIELD BANCORP INC",NA,"USA",10288194,699.9931,"6035",14.49,14.87,"0.024188",14.5633333333333,47763.3333333333,34319,"Steven M. Klein, CPA","11/01/2017",NA,712.871,712.871,0,702.945,"MALE",NA
2015-06-30,2015,"NFBK","NORTHFIELD BANCORP INC",NA,"USA",11098970,691.3669,"6035",14.52,15.2,"0.028005",14.7066666666667,46581.3333333333,36999,"Steven M. Klein, CPA","11/01/2017",NA,712.871,712.871,0,702.945,"MALE",NA
2015-09-30,2015,"NFBK","NORTHFIELD BANCORP INC",NA,"USA",21157380,693.1045,"6035",14.65,15.28,"0.016032",15.08,45709,70562.3333333333,"Steven M. Klein, CPA","11/01/2017",NA,712.871,712.871,0,702.945,"MALE",NA
2015-12-31,2015,"NFBK","NORTHFIELD BANCORP INC",NA,"USA",9153456,725.4107,"6035",15.41,16.35,"-0.000628",15.7233333333333,45566,30586.6666666667,"Steven M. Klein, CPA","11/01/2017",NA,712.871,712.871,0,702.945,"MALE",NA
2016-03-31,2016,"NFBK","NORTHFIELD BANCORP INC",NA,"USA",10449984,795.0713,"6035",15.91,16.59,"0.046467",15.8766666666667,48307.3333333333,34881.3333333333,"Steven M. Klein, CPA","11/01/2017",NA,746.73,1587.371,2.469,786.887,"MALE",NA
2016-06-30,2016,"NFBK","NORTHFIELD BANCORP INC",NA,"USA",7499426,716.6153,"6035",14.39,15.69,"-0.046302",15.4133333333333,48348.6666666667,24998.3333333333,"Steven M. Klein, CPA","11/01/2017",NA,746.73,1587.371,2.469,786.887,"MALE",NA
2016-09-30,2016,"NFBK","NORTHFIELD BANCORP INC",NA,"USA",6323698,778.2257,"6035",15.68,16.25,"0.013216",15.64,48341,21096.3333333333,"Steven M. Klein, CPA","11/01/2017",NA,746.73,1587.371,2.469,786.887,"MALE",NA
2017-03-31,2017,"NFBK","NORTHFIELD BANCORP INC",NA,"USA",8797084,880.1689,"6035",17.47,19.2,"-0.039446",18.2766666666667,48632.6666666667,29359,"Steven M. Klein, CPA","11/01/2017",NA,796.763,796.763,7.692,839.36,"MALE",NA
2017-06-30,2017,"NFBK","NORTHFIELD BANCORP INC",NA,"USA",6212133,837.8976,"6035",16.585,17.9,"0.041920",17.33,48853,20714,"Steven M. Klein, CPA","11/01/2017",NA,796.763,796.763,7.692,839.36,"MALE",NA
2018-12-31,2018,"NFBK","NORTHFIELD BANCORP INC",NA,"USA",6812873,672.5678,"6035",12.83,13.99,"-0.038325",13.6033333333333,49574,23450.3333333333,"Steven M. Klein, CPA","11/01/2017",NA,943.547,2713.486,28.658,809.977,"MALE",NA
2019-09-30,2019,"NFBK","NORTHFIELD BANCORP INC",NA,"USA",7880597,789.4293,"6035",15.43,16.23,"0.034794",15.7433333333333,49221,26443,"Steven M. Klein, CPA","11/01/2017",NA,976.573,976.573,3.478,907.97,"MALE",NA
2019-12-31,2019,"NFBK","NORTHFIELD BANCORP INC",NA,"USA",7730679,834.008,"6035",16.63,17.51,"0.003550",16.9566666666667,49179.3333333333,25796.6666666667,"Steven M. Klein, CPA","11/01/2017",NA,976.573,976.573,3.478,907.97,"MALE",NA
2009-12-31,2010,"NJR","NEW JERSEY RESOURCES CORP",609.546,"USA",12812667,1557.0368,"4924",35.98,38.37,"0.071246",35.9433333333333,41726.6666666667,42722.6666666667,"Stephen D. Westhoven","10/01/2019",NA,690.855,690.855,NA,32.3245,"MALE",NA
2010-03-31,2010,"NJR","NEW JERSEY RESOURCES CORP",1527.892,"USA",14919175,1550.8524,"4924",36.77,38.03,"0.040637",36.8233333333333,41471.3333333333,49729.6666666667,"Stephen D. Westhoven","10/01/2019",NA,690.855,690.855,NA,32.3245,"MALE",NA
2010-06-30,2010,"NJR","NEW JERSEY RESOURCES CORP",2007.786,"USA",16229816,1450.2752,"4924",34.23,36.52,"0.002539",36.1266666666667,41336.3333333333,54179.3333333333,"Stephen D. Westhoven","10/01/2019",NA,690.855,690.855,NA,32.3245,"MALE",NA
2010-09-30,2010,"NJR","NEW JERSEY RESOURCES CORP",2639.304,"USA",11945988,1614.8443,"4924",37.5,39.22,"0.063155",37.92,41236,40036,"Stephen D. Westhoven","10/01/2019",NA,690.855,690.855,NA,32.3245,"MALE",NA
2010-12-31,2011,"NJR","NEW JERSEY RESOURCES CORP",713.152,"USA",9950855,1783.0727,"4924",42.54,43.92,"0.008351",42.2366666666667,41248,33240.6666666667,"Stephen D. Westhoven","10/01/2019",NA,752.069,752.069,13.651,28.258,"MALE",NA
2011-03-31,2011,"NJR","NEW JERSEY RESOURCES CORP",1690.139,"USA",11753366,1774.3075,"4924",40.75,43.15,"0.035381",42.2466666666667,41374,39335,"Stephen D. Westhoven","10/01/2019",NA,752.069,752.069,13.651,28.258,"MALE",NA
2011-06-30,2011,"NJR","NEW JERSEY RESOURCES CORP",2338.308,"USA",10248180,1848.46,"4924",42.89,45.25,"-0.024089",44.8233333333333,41386.3333333333,34227.3333333333,"Stephen D. Westhoven","10/01/2019",NA,752.069,752.069,13.651,28.258,"MALE",NA
2011-09-30,2011,"NJR","NEW JERSEY RESOURCES CORP",3009.209,"USA",14137801,1763.3345,"4924",41.8,46.48,"-0.088729",44.43,41414.3333333333,47171.6666666667,"Stephen D. Westhoven","10/01/2019",NA,752.069,752.069,13.651,28.258,"MALE",NA
2012-12-31,2013,"NJR","NEW JERSEY RESOURCES CORP",736.019,"USA",14346996,1652.8275,"4924",39.03,41.31,"-0.013800",41.5533333333333,41655.6666666667,47902.6666666667,"Stephen D. Westhoven","10/01/2019",NA,791.379,791.379,2.987,34.998,"MALE",NA
2013-09-30,2013,"NJR","NEW JERSEY RESOURCES CORP",3198.068,"USA",12866134,1848.4261,"4924",42.03,45.23,"0.032265",43.9633333333333,41513,42937,"Stephen D. Westhoven","10/01/2019",NA,791.379,791.379,2.987,34.998,"MALE",NA
2013-12-31,2014,"NJR","NEW JERSEY RESOURCES CORP",878.405,"USA",11308406,1944.8082,"4924",43.61,46.54,"0.021230",45.9866666666667,41811,37715,"Stephen D. Westhoven","10/01/2019",NA,1378.636,1378.636,2.995,30.8815,"MALE",NA
2014-03-31,2014,"NJR","NEW JERSEY RESOURCES CORP",2457.974,"USA",12549699,2095.335,"4924",44.25,49.8,"0.115752",46.8033333333333,42100.6666666667,41861,"Stephen D. Westhoven","10/01/2019",NA,1378.636,1378.636,2.995,30.8815,"MALE",NA
2014-06-30,2014,"NJR","NEW JERSEY RESOURCES CORP",3146.231,"USA",16983010,2410.3229,"4924",53.53,57.32,"0.046719",53.9666666666667,42136.6666666667,56613.3333333333,"Stephen D. Westhoven","10/01/2019",NA,1378.636,1378.636,2.995,30.8815,"MALE",NA
2014-09-30,2014,"NJR","NEW JERSEY RESOURCES CORP",3738.145,"USA",14908403,2130.4108,"4924",50.02,52.85,"-0.015700",51.2733333333333,42186.6666666667,49736.6666666667,"Stephen D. Westhoven","10/01/2019",NA,1378.636,1378.636,2.995,30.8815,"MALE",NA
2014-12-31,2015,"NJR","NEW JERSEY RESOURCES CORP",824.124,"USA",13799927,2610.2412,"4924",57.45,63.96,"0.064767",59.1933333333333,42236.6666666667,46016.6666666667,"Stephen D. Westhoven","10/01/2019",NA,2707.268,2859.139,3,75.296,"MALE",NA
2015-03-31,2015,"NJR","NEW JERSEY RESOURCES CORP",1837.214,"USA",32111546,2654.3876,"4924",29.02,61.53,"-0.000160",52.5066666666667,56793,79641.3333333333,"Stephen D. Westhoven","10/01/2019",NA,2707.268,2859.139,3,75.296,"MALE",NA
2015-06-30,2015,"NJR","NEW JERSEY RESOURCES CORP",2295.681,"USA",24732173,2352.7976,"4924",27.49,29.97,"-0.076322",29.3766666666667,85527.3333333333,82439.3333333333,"Stephen D. Westhoven","10/01/2019",NA,2707.268,2859.139,3,75.296,"MALE",NA
2015-09-30,2015,"NJR","NEW JERSEY RESOURCES CORP",2733.987,"USA",24376306,2568.4959,"4924",27.3,30.03,"0.070746",29.0666666666667,85829,81254.3333333333,"Stephen D. Westhoven","10/01/2019",NA,2707.268,2859.139,3,75.296,"MALE",NA
2015-12-31,2016,"NJR","NEW JERSEY RESOURCES CORP",444.258,"USA",25323489,2828.2646,"4924",28.14,33.7,"0.104825",31.5633333333333,85995.6666666667,84429.3333333333,"Stephen D. Westhoven","10/01/2019",NA,1585.63,1585.63,4.005,82.864,"MALE",NA
2016-03-31,2016,"NJR","NEW JERSEY RESOURCES CORP",1018.451,"USA",55963520,3131.8507,"4924",33.94,36.81,"0.059214",35.4233333333333,85879.6666666667,186549.333333333,"Stephen D. Westhoven","10/01/2019",NA,1585.63,1585.63,4.005,82.864,"MALE",NA
2016-06-30,2016,"NJR","NEW JERSEY RESOURCES CORP",1411.664,"USA",31605279,3318.2298,"4924",35.56,38.55,"0.103556",36.46,86009.3333333333,105351,"Stephen D. Westhoven","10/01/2019",NA,1585.63,1585.63,4.005,82.864,"MALE",NA
2016-09-30,2016,"NJR","NEW JERSEY RESOURCES CORP",1880.905,"USA",25535399,2828.786,"4924",32.7,35.43,"-0.015606",34.58,86117.3333333333,85212.3333333333,"Stephen D. Westhoven","10/01/2019",NA,1585.63,1585.63,4.005,82.864,"MALE",NA
2017-03-31,2017,"NJR","NEW JERSEY RESOURCES CORP",1274.574,"USA",32448511,3420.0144,"4924",37.85,39.75,"0.011548",38.9,86267,108273,"Stephen D. Westhoven","10/01/2019",NA,980.945,980.945,11.788,110.743,"MALE",NA
2017-06-30,2017,"NJR","NEW JERSEY RESOURCES CORP",1732.097,"USA",26734801,3432.7002,"4924",39.7,43.05,"-0.046420",40.65,86397,89298.3333333333,"Stephen D. Westhoven","10/01/2019",NA,980.945,980.945,11.788,110.743,"MALE",NA
2018-12-31,2019,"NJR","NEW JERSEY RESOURCES CORP",811.767,"USA",28010210,4050.0156,"4924",44.22,50.79,"-0.052905",46.4333333333333,88457,93508.6666666667,"Stephen D. Westhoven","10/01/2019",NA,2085.281,2085.281,19.778,136.699,"MALE",NA
2019-09-30,2019,"NJR","NEW JERSEY RESOURCES CORP",2592.045,"USA",24716339,4069.7548,"4924",43.82,46.08,"-0.004537",46.9433333333333,89727.6666666667,82549,"Stephen D. Westhoven","10/01/2019",NA,2085.281,2085.281,19.778,136.699,"MALE",NA
2019-12-31,2020,"NJR","NEW JERSEY RESOURCES CORP",615.036,"USA",37407327,4256.7916,"4924",42.03,45.46,"0.055066",43.57,91882.6666666667,124849,"Stephen D. Westhoven","10/01/2019",NA,3195.697,3195.697,50.576,144.923,"MALE",NA
2020-03-31,2020,"NJR","NEW JERSEY RESOURCES CORP",1254.65,"USA",45921614,3248.9927,"4924",24.61,38.79,"-0.029099",36.8666666666667,95548.3333333333,153109.666666667,"Stephen D. Westhoven","10/01/2019",NA,3195.697,3195.697,50.576,144.923,"MALE",NA
2020-06-30,2020,"NJR","NEW JERSEY RESOURCES CORP",1553.624,"USA",38129907,3128.8822,"4924",30.94,37.27,"-0.061432",33.85,95691.6666666667,127657.333333333,"Stephen D. Westhoven","10/01/2019",NA,3195.697,3195.697,50.576,144.923,"MALE",NA
2020-09-30,2020,"NJR","NEW JERSEY RESOURCES CORP",1953.668,"USA",32446106,2592.542,"4924",26.28,30.17,"-0.092485",29.4066666666667,95870.6666666667,108078,"Stephen D. Westhoven","10/01/2019",NA,3195.697,3195.697,50.576,144.923,"MALE",NA
2009-08-31,2009,"NKE","NIKE INC  -CL B",4798.5,"USA",236410137,26975.4285,"3021",55.16,58.07,"-0.022069",54.6033333333333,389974,789211,"Mark G. Parker","01/01/2006","01/12/2020",13118.834,16904.517,0.788,279.006,"MALE",FALSE
2009-11-30,2009,"NKE","NIKE INC  -CL B",9204.1,"USA",225639066,31630.7603,"3021",62.5,66.1,"0.043583",63.9233333333333,391350.333333333,753253.666666667,"Mark G. Parker","01/01/2006","01/12/2020",13118.834,16904.517,0.788,279.006,"MALE",FALSE
2010-08-31,2010,"NKE","NIKE INC  -CL B",5175,"USA",198550315,33451.04,"3021",70,74.32,"-0.049430",70.3966666666667,393210.666666667,663501,"Mark G. Parker","01/01/2006","01/12/2020",11030.681,11308.586,4.106,281.476,"MALE",FALSE
2010-11-30,2010,"NKE","NIKE INC  -CL B",10017,"USA",173516926,41212.7744,"3021",80.51,86.53,"0.057588",82.57,388886,579709.333333333,"Mark G. Parker","01/01/2006","01/12/2020",11030.681,11308.586,4.106,281.476,"MALE",FALSE
2011-02-28,2010,"NKE","NIKE INC  -CL B",15096,"USA",142376386,42211.7939,"3021",83.55,89.03,"0.079413",85.6433333333333,388297.666666667,476066.666666667,"Mark G. Parker","01/01/2006","01/12/2020",11030.681,11308.586,4.106,281.476,"MALE",FALSE
2011-05-31,2010,"NKE","NIKE INC  -CL B",20862,"USA",210837413,39522.6,"3021",81.66,86.26,"0.025875",80.8233333333333,385595,704548,"Mark G. Parker","01/01/2006","01/12/2020",11030.681,11308.586,4.106,281.476,"MALE",FALSE
2011-08-31,2011,"NKE","NIKE INC  -CL B",5893,"USA",230731874,40176.9189,"3021",78.58,89.34,"-0.038824",88.9266666666667,379368.666666667,770848.666666667,"Mark G. Parker","01/01/2006","01/12/2020",35212.678,38032.053,0.941,198.232,"MALE",FALSE
2011-11-30,2011,"NKE","NIKE INC  -CL B",11439,"USA",188657380,44138.2523,"3021",90.28,96.18,"-0.001764",92.68,374793.666666667,629885.333333333,"Mark G. Parker","01/01/2006","01/12/2020",35212.678,38032.053,0.941,198.232,"MALE",FALSE
2012-02-29,2011,"NKE","NIKE INC  -CL B",17095,"USA",140524433,49467.0746,"3021",102.82,107.92,"0.037792",102.76,370529,469862,"Mark G. Parker","01/01/2006","01/12/2020",35212.678,38032.053,0.941,198.232,"MALE",FALSE
2012-05-31,2011,"NKE","NIKE INC  -CL B",23331,"USA",154601527,49546.44,"3021",104.34,114.4,"-0.029767",109.496666666667,368580.666666667,517392.333333333,"Mark G. Parker","01/01/2006","01/12/2020",35212.678,38032.053,0.941,198.232,"MALE",FALSE
2012-08-31,2012,"NKE","NIKE INC  -CL B",6474,"USA",206752994,43865.7427,"3021",92.54,98.87,"0.046813",92.83,365455,691815,"Mark G. Parker","01/01/2006","01/12/2020",15425.608,12854.783,3.846,265.508,"MALE",FALSE
2012-11-30,2012,"NKE","NIKE INC  -CL B",12429,"USA",159529811,43657.0029,"3021",90.6,99.13,"0.066754",94.59,361767.666666667,533142,"Mark G. Parker","01/01/2006","01/12/2020",15425.608,12854.783,3.846,265.508,"MALE",FALSE
2013-02-28,2012,"NKE","NIKE INC  -CL B",18616,"USA",226502105,48666.2729,"3021",53.66,55.22,"0.011471",53.37,717724.666666667,630019.666666667,"Mark G. Parker","01/01/2006","01/12/2020",15425.608,12854.783,3.846,265.508,"MALE",FALSE
2013-05-31,2012,"NKE","NIKE INC  -CL B",25313,"USA",243642255,55124.04,"3021",61.66,65.91,"-0.027201",61.4233333333333,715747,814083,"Mark G. Parker","01/01/2006","01/12/2020",15425.608,12854.783,3.846,265.508,"MALE",FALSE
2014-02-28,2013,"NKE","NIKE INC  -CL B",20374,"USA",233694672,68982.3,"3021",70.51,78.42,"0.078106",76.5966666666667,708883.666666667,779584.333333333,"Mark G. Parker","01/01/2006","01/12/2020",14678.349,24234.675,-3.704,2841.439,"MALE",FALSE
2015-08-31,2015,"NKE","NIKE INC  -CL B",8414,"USA",216293329,95434.5,"3021",103.53,116.75,"-0.030116",111.663333333333,679347.333333333,723107.333333333,"Mark G. Parker","01/01/2006","01/12/2020",43435.852,97086.112,0,4938.66,"MALE",FALSE
2015-11-30,2015,"NKE","NIKE INC  -CL B",16100,"USA",280893327,112900.98,"3021",121.86,134.33,"0.009540",128.76,676887.333333333,938871.666666667,"Mark G. Parker","01/01/2006","01/12/2020",43435.852,97086.112,0,4938.66,"MALE",FALSE
2016-02-29,2015,"NKE","NIKE INC  -CL B",24132,"USA",646376286,103779.15,"3021",55.04,63.16,"-0.006773",62.0333333333333,1351931.33333333,1835571.33333333,"Mark G. Parker","01/01/2006","01/12/2020",43435.852,97086.112,0,4938.66,"MALE",FALSE
2016-05-31,2015,"NKE","NIKE INC  -CL B",32376,"USA",598302688,92880.04,"3021",55.22,59.59,"-0.063115",58.5433333333333,1337612.33333333,2003612.66666667,"Mark G. Parker","01/01/2006","01/12/2020",43435.852,97086.112,0,4938.66,"MALE",FALSE
2016-08-31,2016,"NKE","NIKE INC  -CL B",9061,"USA",662004704,96143.52,"3021",54.75,60.22,"0.038559",56.1133333333333,1342930.66666667,2215685.33333333,"Mark G. Parker","01/01/2006","01/12/2020",18030.949,29679.363,0,5196.545,"MALE",FALSE
2016-11-30,2016,"NKE","NIKE INC  -CL B",17241,"USA",584365703,82915.92,"3021",49.62,51.71,"-0.002192",50.9666666666667,1340341.66666667,1958405.33333333,"Mark G. Parker","01/01/2006","01/12/2020",18030.949,29679.363,0,5196.545,"MALE",FALSE
2017-02-28,2016,"NKE","NIKE INC  -CL B",25673,"USA",567658958,94428.32,"3021",52.36,58.24,"0.080529",53.63,1328877.33333333,1899239.66666667,"Mark G. Parker","01/01/2006","01/12/2020",18030.949,29679.363,0,5196.545,"MALE",FALSE
2017-05-31,2016,"NKE","NIKE INC  -CL B",34350,"USA",610044759,87062.57,"3021",51.57,55.07,"-0.043674",54.71,1322755.66666667,2036316.66666667,"Mark G. Parker","01/01/2006","01/12/2020",18030.949,29679.363,0,5196.545,"MALE",FALSE
2017-08-31,2017,"NKE","NIKE INC  -CL B",9070,"USA",605009151,86449.97,"3021",52.56,60.14,"-0.102625",56.9533333333333,1315272.33333333,2028345,"Mark G. Parker","01/01/2006","01/12/2020",9467.46,30259.954,0,4927.444,"MALE",FALSE
2017-11-30,2017,"NKE","NIKE INC  -CL B",17624,"USA",640578507,98122.08,"3021",55.07,60.42,"0.098745",55.7533333333333,1312148,2143482.66666667,"Mark G. Parker","01/01/2006","01/12/2020",9467.46,30259.954,0,4927.444,"MALE",FALSE
2018-02-28,2017,"NKE","NIKE INC  -CL B",26608,"USA",512769218,108521.57,"3021",62.49,69.65,"-0.017444",65.9333333333333,1302632.66666667,1722181,"Mark G. Parker","01/01/2006","01/12/2020",9467.46,30259.954,0,4927.444,"MALE",FALSE
2018-05-31,2017,"NKE","NIKE INC  -CL B",36397,"USA",459732813,114951.8,"3021",66.9,72.25,"0.049861",68.8766666666667,1287754.33333333,1542993,"Mark G. Parker","01/01/2006","01/12/2020",9467.46,30259.954,0,4927.444,"MALE",FALSE
2018-08-31,2018,"NKE","NIKE INC  -CL B",9948,"USA",400080252,130615.8,"3021",77.54,82.95,"0.071382",79.5966666666667,1281224,1342918,"Mark G. Parker","01/01/2006","01/12/2020",10916.022,57996.083,8.189,4528.704,"MALE",FALSE
2018-11-30,2018,"NKE","NIKE INC  -CL B",19322,"USA",491124764,118464.24,"3021",71.12,77.97,"0.003998",78.2933333333333,1275541,1658971.66666667,"Mark G. Parker","01/01/2006","01/12/2020",10916.022,57996.083,8.189,4528.704,"MALE",FALSE
2019-02-28,2018,"NKE","NIKE INC  -CL B",28933,"USA",429373187,134853.29,"3021",81.51,86.17,"0.047020",80.5833333333333,1263537.66666667,1458832.33333333,"Mark G. Parker","01/01/2006","01/12/2020",10916.022,57996.083,8.189,4528.704,"MALE",FALSE
2019-05-31,2018,"NKE","NIKE INC  -CL B",39117,"USA",432094613,120955.52,"3021",77.14,85.9,"-0.119208",83.06,1257407.66666667,1456443.33333333,"Mark G. Parker","01/01/2006","01/12/2020",10916.022,57996.083,8.189,4528.704,"MALE",FALSE
2008-06-30,2008,"NP","NEENAH INC",400.1,"USA",9553149,243.849,"2621",16.71,21.9,"-0.213647",20.3133333333333,14594.3333333333,32021.6666666667,"John P. O'Donnell","05/18/2011","05/21/2020",596.272,485.304,500.003,6.351,"MALE",FALSE
2008-09-30,2008,"NP","NEENAH INC",585.7,"USA",8334271,288.9414,"2621",19.37,22.66,"0.019567",19.3,14592,27885,"John P. O'Donnell","05/18/2011","05/21/2020",596.272,485.304,500.003,6.351,"MALE",FALSE
2008-12-31,2008,"NP","NEENAH INC",732.3,"USA",8672994,129.4972,"2621",6.29,10.05,"0.080685",8.68333333333333,14593,28927.6666666667,"John P. O'Donnell","05/18/2011","05/21/2020",596.272,485.304,500.003,6.351,"MALE",FALSE
2009-03-31,2009,"NP","NEENAH INC",134.1,"USA",7143076,53.1795,"2621",3.38,5.41,"-0.308571",5.20333333333333,14611.6666666667,23815.3333333333,"John P. O'Donnell","05/18/2011","05/21/2020",894.175,746.257,0,19.87,"MALE",FALSE
2009-06-30,2009,"NP","NEENAH INC",269.3,"USA",10999661,129.1106,"2621",8.01,10.32,"0.088999",7.30333333333333,14649.6666666667,36707,"John P. O'Donnell","05/18/2011","05/21/2020",894.175,746.257,0,19.87,"MALE",FALSE
2009-09-30,2009,"NP","NEENAH INC",419.4,"USA",5147602,172.6071,"2621",11.06,12.04,"0.037004",10.9733333333333,14653.3333333333,17177.6666666667,"John P. O'Donnell","05/18/2011","05/21/2020",894.175,746.257,0,19.87,"MALE",FALSE
2009-12-31,2009,"NP","NEENAH INC",573.9,"USA",7161715,204.7163,"2621",12.91,14.87,"0.001436",12.7433333333333,14661.6666666667,23874,"John P. O'Donnell","05/18/2011","05/21/2020",894.175,746.257,0,19.87,"MALE",FALSE
2010-03-31,2010,"NP","NEENAH INC",167.3,"USA",6751707,233.0064,"2621",15.05,19.02,"0.117855",14.6433333333333,14678.6666666667,22511.6666666667,"John P. O'Donnell","05/18/2011","05/21/2020",1369.308,1220.071,9.357,54.736,"MALE",FALSE
2010-06-30,2010,"NP","NEENAH INC",335.9,"USA",11106246,270.108,"2621",16.95,21.34,"-0.033791",18.2466666666667,14709.6666666667,37046.6666666667,"John P. O'Donnell","05/18/2011","05/21/2020",1369.308,1220.071,9.357,54.736,"MALE",FALSE
2010-09-30,2010,"NP","NEENAH INC",497.4,"USA",8597945,224.352,"2621",14.84,15.69,"0.032609",15.9533333333333,14743.3333333333,28754.6666666667,"John P. O'Donnell","05/18/2011","05/21/2020",1369.308,1220.071,9.357,54.736,"MALE",FALSE
2010-12-31,2010,"NP","NEENAH INC",657.7,"USA",4895296,291.4805,"2621",18.69,19.88,"0.068404",17.8166666666667,14760,16344,"John P. O'Donnell","05/18/2011","05/21/2020",1369.308,1220.071,9.357,54.736,"MALE",FALSE
2011-03-31,2011,"NP","NEENAH INC",172.7,"USA",5042062,327.7924,"2621",17.33,21.97,"0.128403",20.2333333333333,14799.3333333333,16862,"John P. O'Donnell","05/18/2011","05/21/2020",1710.885,1567.93,23.805,119.875,"MALE",FALSE
2011-06-30,2011,"NP","NEENAH INC",355.6,"USA",6581315,318.9872,"2621",19.89,22.19,"-0.082363",22.6,14912.6666666667,21961,"John P. O'Donnell","05/18/2011","05/21/2020",1710.885,1567.93,23.805,119.875,"MALE",FALSE
2011-09-30,2011,"NP","NEENAH INC",530.5,"USA",7243764,213.1254,"2621",14.11,16.95,"-0.188787",17.2833333333333,14966.6666666667,24164.3333333333,"John P. O'Donnell","05/18/2011","05/21/2020",1710.885,1567.93,23.805,119.875,"MALE",FALSE
2012-12-31,2012,"NP","NEENAH INC",808.8,"USA",4341598,453.1001,"2621",26.81,29.19,"0.014612",27.4766666666667,15838.3333333333,14473.3333333333,"John P. O'Donnell","05/18/2011","05/21/2020",3125.002,1818.384,10.792,154.255,"MALE",FALSE
2013-09-30,2013,"NP","NEENAH INC",639.6,"USA",4251377,635.2496,"2621",36.91,39.31,"0.074044",38.4933333333333,16030,14176.6666666667,"John P. O'Donnell","05/18/2011","05/21/2020",2175.123,2733.302,14.286,93.601,"MALE",FALSE
2013-12-31,2013,"NP","NEENAH INC",844.5,"USA",3917754,699.76,"2621",40.53,44.05,"0.018576",41.9666666666667,16151.6666666667,13061.3333333333,"John P. O'Donnell","05/18/2011","05/21/2020",2175.123,2733.302,14.286,93.601,"MALE",FALSE
2014-03-31,2014,"NP","NEENAH INC",225.1,"USA",5624643,856.2246,"2621",49.28,51.72,"0.030074",48.4566666666667,16258.3333333333,18758,"John P. O'Donnell","05/18/2011","05/21/2020",2934.67,6661.858,4.167,61.454,"MALE",FALSE
2014-06-30,2014,"NP","NEENAH INC",420.8,"USA",4634575,882.981,"2621",48.59,53.87,"0.089586",50.7666666666667,16558.6666666667,15450.3333333333,"John P. O'Donnell","05/18/2011","05/21/2020",2934.67,6661.858,4.167,61.454,"MALE",FALSE
2014-09-30,2014,"NP","NEENAH INC",636.1,"USA",3859780,889.9072,"2621",53.48,57.31,"-0.021767",52.59,16596.6666666667,12867.6666666667,"John P. O'Donnell","05/18/2011","05/21/2020",2934.67,6661.858,4.167,61.454,"MALE",FALSE
