"date","fisYr","ticker","compName","totalRev","country","cmnShrTraded","totalMktVal","industry","bidLow","askHigh","holdingPeriodReturn","avgPrc","avgShOut","avgShVol","ceoName","ceoStart","ceoEnd","ceoComp1","ceoComp2","ceoSalPctChg","ceoShares","ceoGender","ceoChg"
2014-02-28,2013,"CAMP","CALAMP CORP",235.903,"USA",50772631,1148.9224,"3663",27.27,32.67,"0.086839",29.83,35687,168993,"Michael J. Burdiek","06/01/2011","03/25/2020",1768.554,2580.853,3.529,701.951,"MALE",FALSE
2015-08-31,2015,"CAMP","CALAMP CORP",135.237,"USA",33667513,607.5275,"3663",15.26,16.89,"-0.028638",17.33,36362,112270,"Michael J. Burdiek","06/01/2011","03/25/2020",2792.574,2687.047,7.955,757.973,"MALE",FALSE
2015-11-30,2015,"CAMP","CALAMP CORP",209.912,"USA",27181060,675.906,"3663",18.08,19.38,"-0.025316",17.8433333333333,36561,90715,"Michael J. Burdiek","06/01/2011","03/25/2020",2792.574,2687.047,7.955,757.973,"MALE",FALSE
2016-02-29,2015,"CAMP","CALAMP CORP",280.719,"USA",23641949,670.2728,"3663",16,18.28,"0.075294",18.4033333333333,36616.3333333333,78851.6666666667,"Michael J. Burdiek","06/01/2011","03/25/2020",2792.574,2687.047,7.955,757.973,"MALE",FALSE
2016-05-31,2016,"CAMP","CALAMP CORP",91.147,"USA",31539829,552.3375,"3663",14.2,15.04,"0.004008",15.9766666666667,36699.6666666667,105148,"Michael J. Burdiek","06/01/2011","03/25/2020",636.782,656.782,8.421,479.093,"MALE",FALSE
2016-08-31,2016,"CAMP","CALAMP CORP",181.626,"USA",27281365,530.989,"3663",14.48,15.51,"0.026761",14.53,36639.6666666667,91670.6666666667,"Michael J. Burdiek","06/01/2011","03/25/2020",636.782,656.782,8.421,479.093,"MALE",FALSE
2016-11-30,2016,"CAMP","CALAMP CORP",264.976,"USA",33053703,515.8647,"3663",12.18,15.63,"0.125387",13.8033333333333,36047.6666666667,110383.333333333,"Michael J. Burdiek","06/01/2011","03/25/2020",636.782,656.782,8.421,479.093,"MALE",FALSE
2017-02-28,2016,"CAMP","CALAMP CORP",351.102,"USA",21762223,572.6993,"3663",14.79,16.21,"0.079228",15.2433333333333,35384.6666666667,72602,"Michael J. Burdiek","06/01/2011","03/25/2020",636.782,656.782,8.421,479.093,"MALE",FALSE
2017-05-31,2017,"CAMP","CALAMP CORP",88.081,"USA",21293602,668.6631,"3663",18.08,19.03,"0.053512",17.8766666666667,35346.3333333333,71625,"Michael J. Burdiek","06/01/2011","03/25/2020",2893.033,3349.71,0,853.089,"MALE",FALSE
2017-08-31,2017,"CAMP","CALAMP CORP",177.848,"USA",18700522,660.0425,"3663",17.84,19.52,"-0.029319",19.3233333333333,35465,62400.6666666667,"Michael J. Burdiek","06/01/2011","03/25/2020",2893.033,3349.71,0,853.089,"MALE",FALSE
2017-11-30,2017,"CAMP","CALAMP CORP",271.517,"USA",18836001,813.8942,"3663",21.2,22.85,"0.005279",22.9433333333333,35607,63112.6666666667,"Michael J. Burdiek","06/01/2011","03/25/2020",2893.033,3349.71,0,853.089,"MALE",FALSE
2018-02-28,2017,"CAMP","CALAMP CORP",365.912,"USA",22281496,835.8012,"3663",23.05,24.76,"-0.044118",23.1033333333333,35656,74381.6666666667,"Michael J. Burdiek","06/01/2011","03/25/2020",2893.033,3349.71,0,853.089,"MALE",FALSE
2018-05-31,2018,"CAMP","CALAMP CORP",94.888,"USA",18392610,753.4585,"3663",19.72,21.37,"0.074430",21.2833333333333,35661.6666666667,61368.3333333333,"Michael J. Burdiek","06/01/2011","03/25/2020",1715.279,1715.279,0,931.965,"MALE",FALSE
2018-08-31,2018,"CAMP","CALAMP CORP",190.925,"USA",22235257,816.813,"3663",22.73,23.59,"0.032513",23.23,35106.6666666667,74778.6666666667,"Michael J. Burdiek","06/01/2011","03/25/2020",1715.279,1715.279,0,931.965,"MALE",FALSE
2018-11-30,2018,"CAMP","CALAMP CORP",279.42,"USA",24581989,606.3843,"3663",17.7,20.45,"-0.112337",20.5333333333333,34593.6666666667,82002,"Michael J. Burdiek","06/01/2011","03/25/2020",1715.279,1715.279,0,931.965,"MALE",FALSE
2019-02-28,2018,"CAMP","CALAMP CORP",363.8,"USA",25205838,466.4145,"3663",13.9,14.72,"-0.035392",13.7733333333333,34024.3333333333,86042.3333333333,"Michael J. Burdiek","06/01/2011","03/25/2020",1715.279,1715.279,0,931.965,"MALE",FALSE
2019-05-31,2019,"CAMP","CALAMP CORP",89.07,"USA",17925731,341.4471,"3663",10.16,14.05,"-0.304586",12.45,33586,62048,"Michael J. Burdiek","06/01/2011","03/25/2020",2808.228,2777.256,0,615.02,"MALE",FALSE
2008-06-30,2008,"CAR","AVIS BUDGET GROUP INC",3022,"USA",77476549,849.6638,"7510",8.37,14,"-0.398707",11.8566666666667,101233,258288,"Larry D. De Shon","01/01/2016","12/31/2019",786.998,786.998,9.048,18.144,"MALE",FALSE
2008-09-30,2008,"CAR","AVIS BUDGET GROUP INC",4723,"USA",151042586,583.2299,"7510",5.74,8.29,"-0.246719",6.48666666666667,101341,503380,"Larry D. De Shon","01/01/2016","12/31/2019",786.998,786.998,9.048,18.144,"MALE",FALSE
2008-12-31,2008,"CAR","AVIS BUDGET GROUP INC",5984,"USA",152550646,71.2481,"7510",0.56,0.81,"-0.078947",1.03333333333333,101410,510311,"Larry D. De Shon","01/01/2016","12/31/2019",786.998,786.998,9.048,18.144,"MALE",FALSE
2009-03-31,2009,"CAR","AVIS BUDGET GROUP INC",1194,"USA",69390621,92.8555,"7510",0.36,1.09,"1.275000",0.666666666666667,101571,231607.666666667,"Larry D. De Shon","01/01/2016","12/31/2019",1078.517,1014.368,1.864,155.378,"MALE",FALSE
2009-06-30,2009,"CAR","AVIS BUDGET GROUP INC",2506,"USA",171115218,577.8594,"7510",4.31,5.67,"0.177083",4.18,101779,570769.666666667,"Larry D. De Shon","01/01/2016","12/31/2019",1078.517,1014.368,1.864,155.378,"MALE",FALSE
2009-09-30,2009,"CAR","AVIS BUDGET GROUP INC",3971,"USA",201268171,1366.7146,"7510",9.14,13.76,"0.373073",10.5466666666667,101978,671141,"Larry D. De Shon","01/01/2016","12/31/2019",1078.517,1014.368,1.864,155.378,"MALE",FALSE
2009-12-31,2009,"CAR","AVIS BUDGET GROUP INC",5131,"USA",210110810,1342.4384,"7510",10.02,13.52,"0.345641",10.4233333333333,101989,700873.333333333,"Larry D. De Shon","01/01/2016","12/31/2019",1078.517,1014.368,1.864,155.378,"MALE",FALSE
2010-03-31,2010,"CAR","AVIS BUDGET GROUP INC",1153,"USA",194336955,1182.637,"7510",10.57,12.19,"0.093156",10.9466666666667,102279,648462.666666667,"Larry D. De Shon","01/01/2016","12/31/2019",1991.436,2536.181,9.524,47.764,"MALE",FALSE
2010-06-30,2010,"CAR","AVIS BUDGET GROUP INC",2446,"USA",275710474,1013.5124,"7510",9.82,11.9,"-0.171308",12.2633333333333,102665,919123,"Larry D. De Shon","01/01/2016","12/31/2019",1991.436,2536.181,9.524,47.764,"MALE",FALSE
2010-09-30,2010,"CAR","AVIS BUDGET GROUP INC",3959,"USA",167657146,1202.5713,"7510",9.75,11.65,"0.277412",11.0366666666667,102856,559457,"Larry D. De Shon","01/01/2016","12/31/2019",1991.436,2536.181,9.524,47.764,"MALE",FALSE
2010-12-31,2010,"CAR","AVIS BUDGET GROUP INC",5185,"USA",127667271,1614.1166,"7510",13.75,15.56,"0.170805",13.4866666666667,103152.333333333,425829,"Larry D. De Shon","01/01/2016","12/31/2019",1991.436,2536.181,9.524,47.764,"MALE",FALSE
2011-03-31,2011,"CAR","AVIS BUDGET GROUP INC",1235,"USA",113358976,1886.6394,"7510",14.82,18.26,"0.169060",15.69,104306.333333333,382171,"Larry D. De Shon","01/01/2016","12/31/2019",2338.821,2912.927,13.712,245.155,"MALE",FALSE
2011-06-30,2011,"CAR","AVIS BUDGET GROUP INC",2646,"USA",96507738,1801.6449,"7510",15.7,17.17,"-0.028425",17.88,105130.666666667,325954.666666667,"Larry D. De Shon","01/01/2016","12/31/2019",2338.821,2912.927,13.712,245.155,"MALE",FALSE
2011-09-30,2011,"CAR","AVIS BUDGET GROUP INC",4269,"USA",141745533,1019.7112,"7510",9.67,12.97,"-0.264639",12.6433333333333,105165,474828.333333333,"Larry D. De Shon","01/01/2016","12/31/2019",2338.821,2912.927,13.712,245.155,"MALE",FALSE
2012-12-31,2012,"CAR","AVIS BUDGET GROUP INC",7357,"USA",77597020,2121.8103,"7510",18.91,20.3,"0.046462",18.43,106639.333333333,254361,"Larry D. De Shon","01/01/2016","12/31/2019",4511.331,5143.681,14.706,194.821,"MALE",FALSE
2013-09-30,2013,"CAR","AVIS BUDGET GROUP INC",6087,"USA",104377785,3104.9045,"7510",27.58,30.63,"0.076952",29.08,107939.666666667,350736.333333333,"Larry D. De Shon","01/01/2016","12/31/2019",3629.942,6231.361,13.461,150.806,"MALE",FALSE
2013-12-31,2013,"CAR","AVIS BUDGET GROUP INC",7937,"USA",102399596,4307.3573,"7510",35.88,40.42,"0.096582",36.2033333333333,106995.666666667,342191.666666667,"Larry D. De Shon","01/01/2016","12/31/2019",3629.942,6231.361,13.461,150.806,"MALE",FALSE
2014-03-31,2014,"CAR","AVIS BUDGET GROUP INC",1862,"USA",126722464,5143.8888,"7510",45.31,49.11,"0.036391",44.4666666666667,106440,421081,"Larry D. De Shon","01/01/2016","12/31/2019",5271.473,6418.628,2.825,161.533,"MALE",FALSE
2014-06-30,2014,"CAR","AVIS BUDGET GROUP INC",4056,"USA",106142468,6226.622,"7510",56.75,60.05,"0.042984",56.5033333333333,105037,355447,"Larry D. De Shon","01/01/2016","12/31/2019",5271.473,6418.628,2.825,161.533,"MALE",FALSE
2014-09-30,2014,"CAR","AVIS BUDGET GROUP INC",6598,"USA",98123019,5673.5951,"7510",54.89,67.5,"-0.186935",59.53,103811,327709.666666667,"Larry D. De Shon","01/01/2016","12/31/2019",5271.473,6418.628,2.825,161.533,"MALE",FALSE
2014-12-31,2014,"CAR","AVIS BUDGET GROUP INC",8485,"USA",157576998,7011.479,"7510",55.83,67.46,"0.102743",60.7433333333333,106065.666666667,529484.666666667,"Larry D. De Shon","01/01/2016","12/31/2019",5271.473,6418.628,2.825,161.533,"MALE",FALSE
2015-03-31,2015,"CAR","AVIS BUDGET GROUP INC",1850,"USA",101476698,6257.3605,"7510",56.52,61.81,"-0.026476",58.9816666666667,106207.666666667,338367.333333333,"Larry D. De Shon","01/01/2016","12/31/2019",8888.263,8888.263,6.977,208.443,"MALE",FALSE
2015-06-30,2015,"CAR","AVIS BUDGET GROUP INC",4023,"USA",121392711,4601.6434,"7510",44.08,52.21,"-0.135686",49.74,105345,404720,"Larry D. De Shon","01/01/2016","12/31/2019",8888.263,8888.263,6.977,208.443,"MALE",FALSE
2015-09-30,2015,"CAR","AVIS BUDGET GROUP INC",6600,"USA",168126982,4411.68,"7510",42.27,46.96,"-0.010197",43.7466666666667,102643.333333333,562726,"Larry D. De Shon","01/01/2016","12/31/2019",8888.263,8888.263,6.977,208.443,"MALE",FALSE
2015-12-31,2015,"CAR","AVIS BUDGET GROUP INC",8502,"USA",137428154,3549.162,"7510",33.08,37.71,"-0.029420",41.2066666666667,99537.3333333333,462509.666666667,"Larry D. De Shon","01/01/2016","12/31/2019",8888.263,8888.263,6.977,208.443,"MALE",FALSE
2016-03-31,2016,"CAR","AVIS BUDGET GROUP INC",1881,"USA",208829876,2599.2,"7510",25.74,29.01,"0.067083",26.4233333333333,96360,696200,"Larry D. De Shon","01/01/2016","12/31/2019",6529.466,6529.466,33.541,236.597,"MALE",FALSE
2016-06-30,2016,"CAR","AVIS BUDGET GROUP INC",4124,"USA",171992999,2965.16,"7510",28.54,34.81,"0.074333",29.11,93722,573627.666666667,"Larry D. De Shon","01/01/2016","12/31/2019",6529.466,6529.466,33.541,236.597,"MALE",FALSE
2016-09-30,2016,"CAR","AVIS BUDGET GROUP INC",6780,"USA",148015760,3044.69,"7510",33.7,38.93,"-0.053141",35.69,90192.6666666667,493720,"Larry D. De Shon","01/01/2016","12/31/2019",6529.466,6529.466,33.541,236.597,"MALE",FALSE
2017-03-31,2017,"CAR","AVIS BUDGET GROUP INC",1839,"USA",124856965,2514.3,"7510",28.23,34.47,"-0.144592",33.7933333333333,85661.3333333333,417960.666666667,"Larry D. De Shon","01/01/2016","12/31/2019",6934.077,6934.077,9.507,244.295,"MALE",FALSE
2017-06-30,2017,"CAR","AVIS BUDGET GROUP INC",4077,"USA",225339049,2263.41,"7510",21.44,27.67,"0.191350",26.8866666666667,83823.3333333333,751355,"Larry D. De Shon","01/01/2016","12/31/2019",6934.077,6934.077,9.507,244.295,"MALE",FALSE
2018-12-31,2018,"CAR","AVIS BUDGET GROUP INC",9124,"USA",105773715,1699.488,"7510",22.38,29.62,"-0.232503",26.63,76897.3333333333,352710,"Larry D. De Shon","01/01/2016","12/31/2019",8427.166,8427.166,0.45,295.574,"MALE",FALSE
2019-09-30,2019,"CAR","AVIS BUDGET GROUP INC",7010,"USA",70468620,2091.24,"7510",24.26,29.51,"0.140896",29.8066666666667,75320.6666666667,234878,"Larry D. De Shon","01/01/2016","12/31/2019",16742.382,16742.382,9.266,183.12,"MALE",TRUE
2019-12-31,2019,"CAR","AVIS BUDGET GROUP INC",9172,"USA",64754115,2382.536,"7510",29.34,32.97,"0.083698",30.5666666666667,73883.3333333333,215681.333333333,"Larry D. De Shon","01/01/2016","12/31/2019",16742.382,16742.382,9.266,183.12,"MALE",TRUE
2008-06-30,2008,"CASH","META FINANCIAL GROUP INC",NA,"USA",327604,66.3629,"6035",-23.01,27,"0.072258",5.15166666666667,2597,1065,"Bradley C. Hanson","10/30/2018",NA,413.544,413.544,25,73.445,"MALE",NA
2008-09-30,2008,"CASH","META FINANCIAL GROUP INC",NA,"USA",129027,44.217,"6035",16.75,19.02,"-0.098421",20.1033333333333,2600.33333333333,410.666666666667,"Bradley C. Hanson","10/30/2018",NA,413.544,413.544,25,73.445,"MALE",NA
2008-12-31,2009,"CASH","META FINANCIAL GROUP INC",NA,"USA",281869,23.427,"6035",6.75,9.152,"0.014456",9.6333,2601.66666666667,912.333333333333,"Bradley C. Hanson","10/30/2018",NA,444.059,444.059,6.667,101.302,"MALE",NA
2009-03-31,2009,"CASH","META FINANCIAL GROUP INC",NA,"USA",276298,27.2014,"6035",6.585,12.28,"0.282424",9.53333333333333,2603,947.333333333333,"Bradley C. Hanson","10/30/2018",NA,444.059,444.059,6.667,101.302,"MALE",NA
2009-06-30,2009,"CASH","META FINANCIAL GROUP INC",NA,"USA",317184,56.1242,"6035",15.98,21.52,"0.385157",16.7166666666667,2604.66666666667,1099.33333333333,"Bradley C. Hanson","10/30/2018",NA,444.059,444.059,6.667,101.302,"MALE",NA
2009-09-30,2009,"CASH","META FINANCIAL GROUP INC",NA,"USA",232704,62.8472,"6035",21.29,24.05,"0.115814",22.5266666666667,2616.66666666667,811.666666666667,"Bradley C. Hanson","10/30/2018",NA,444.059,444.059,6.667,101.302,"MALE",NA
2009-12-31,2010,"CASH","META FINANCIAL GROUP INC",NA,"USA",111849,55.2596,"6035",20.45,22.76,"-0.034214",7.03833333333333,2637.33333333333,406.333333333333,"Bradley C. Hanson","10/30/2018",NA,543.219,543.219,3.005,112.852,"MALE",NA
2010-03-31,2010,"CASH","META FINANCIAL GROUP INC",NA,"USA",348022,77.5933,"6035",21,25.25,"0.208571",21.35,3068.33333333333,1309,"Bradley C. Hanson","10/30/2018",NA,543.219,543.219,3.005,112.852,"MALE",NA
2010-06-30,2010,"CASH","META FINANCIAL GROUP INC",NA,"USA",200282,92.49,"6035",28.75,31.25,"-0.033365",29.66,3079.33333333333,787.666666666667,"Bradley C. Hanson","10/30/2018",NA,543.219,543.219,3.005,112.852,"MALE",NA
2010-09-30,2010,"CASH","META FINANCIAL GROUP INC",NA,"USA",203019,99.552,"6035",30.79,34.26,"-0.016228",32.3906666666667,3093.33333333333,768.666666666667,"Bradley C. Hanson","10/30/2018",NA,543.219,543.219,3.005,112.852,"MALE",NA
2010-12-31,2011,"CASH","META FINANCIAL GROUP INC",NA,"USA",2454255,42.8802,"6035",13.02,14.16,"0.073225",13.1796333333333,3111.33333333333,8386,"Bradley C. Hanson","10/30/2018",NA,598.235,598.235,10.035,121.333,"MALE",NA
2011-03-31,2011,"CASH","META FINANCIAL GROUP INC",NA,"USA",694418,51.3993,"6035",15.825,18.5,"-0.081768",16.5533333333333,3113.66666666667,2372,"Bradley C. Hanson","10/30/2018",NA,598.235,598.235,10.035,121.333,"MALE",NA
2011-06-30,2011,"CASH","META FINANCIAL GROUP INC",NA,"USA",480305,59.3789,"6035",13.96,19.05,"0.263505",16.2433333333333,3117,1646,"Bradley C. Hanson","10/30/2018",NA,598.235,598.235,10.035,121.333,"MALE",NA
2011-09-30,2011,"CASH","META FINANCIAL GROUP INC",NA,"USA",284881,59.4154,"6035",17.14,19.24,"0.012786",19.8033333333333,3127,1077.66666666667,"Bradley C. Hanson","10/30/2018",NA,598.235,598.235,10.035,121.333,"MALE",NA
2012-12-31,2013,"CASH","META FINANCIAL GROUP INC",NA,"USA",351667,124.9896,"6035",22.6,23.98,"-0.030034",23.4,5439.33333333333,1184,"Bradley C. Hanson","10/30/2018",NA,638.629,638.629,0,7.891333,"MALE",NA
2013-09-30,2013,"CASH","META FINANCIAL GROUP INC",NA,"USA",2102753,230.698,"6035",32.35,38.57,"0.208941",32.9866666666667,5941.33333333333,7481.33333333333,"Bradley C. Hanson","10/30/2018",NA,638.629,638.629,0,7.891333,"MALE",NA
2013-12-31,2014,"CASH","META FINANCIAL GROUP INC",NA,"USA",1293755,245.6097,"6035",36.54,40.88,"0.042784",38.7833333333333,6077.33333333333,4504.33333333333,"Bradley C. Hanson","10/30/2018",NA,1150.507,1499.412,44.244,118.505,"MALE",NA
2014-03-31,2014,"CASH","META FINANCIAL GROUP INC",NA,"USA",1125046,274.8857,"6035",43.05,45.99,"0.053149",42.67,6109,3751.66666666667,"Bradley C. Hanson","10/30/2018",NA,1150.507,1499.412,44.244,118.505,"MALE",NA
2014-06-30,2014,"CASH","META FINANCIAL GROUP INC",NA,"USA",1294922,245.6,"6035",36.35,40.63,"0.070990",39.7933333333333,6132.66666666667,4322.33333333333,"Bradley C. Hanson","10/30/2018",NA,1150.507,1499.412,44.244,118.505,"MALE",NA
2014-09-30,2014,"CASH","META FINANCIAL GROUP INC",NA,"USA",988932,217.5542,"6035",34.85,37.99,"-0.068684",36.6866666666667,6179.33333333333,3302.66666666667,"Bradley C. Hanson","10/30/2018",NA,1150.507,1499.412,44.244,118.505,"MALE",NA
2014-12-31,2015,"CASH","META FINANCIAL GROUP INC",NA,"USA",1033980,217.6334,"6035",33.99,35.87,"-0.000852",35.9166666666667,6183.66666666667,3446.33333333333,"Bradley C. Hanson","10/30/2018",NA,1660.776,1660.776,5.769,114.815,"MALE",NA
2015-03-31,2015,"CASH","META FINANCIAL GROUP INC",NA,"USA",2478305,275.7262,"6035",36.12,39.73,"0.117466",36.29,6524,8261.33333333333,"Bradley C. Hanson","10/30/2018",NA,1660.776,1660.776,5.769,114.815,"MALE",NA
2015-06-30,2015,"CASH","META FINANCIAL GROUP INC",NA,"USA",1905837,298.1223,"6035",40.56,43.64,"0.072763",41.32,6942.66666666667,6354.33333333333,"Bradley C. Hanson","10/30/2018",NA,1660.776,1660.776,5.769,114.815,"MALE",NA
2015-09-30,2015,"CASH","META FINANCIAL GROUP INC",NA,"USA",2505808,340.9685,"6035",41.69,43.79,"-0.035007",45.25,7352.33333333333,8357,"Bradley C. Hanson","10/30/2018",NA,1660.776,1660.776,5.769,114.815,"MALE",NA
2015-12-31,2016,"CASH","META FINANCIAL GROUP INC",NA,"USA",2350812,390.0376,"6035",44.03,46.25,"0.023556",44.67,8290,7841.66666666667,"Bradley C. Hanson","10/30/2018",NA,1884.802,1884.802,4.685,166.531,"MALE",NA
2016-03-31,2016,"CASH","META FINANCIAL GROUP INC",NA,"USA",2407722,387.6456,"6035",41.91,45.66,"0.104856",43.45,8496,8026,"Bradley C. Hanson","10/30/2018",NA,1884.802,1884.802,4.685,166.531,"MALE",NA
2016-06-30,2016,"CASH","META FINANCIAL GROUP INC",NA,"USA",3261041,434.383,"6035",49.64,53.74,"0.024875",50.1433333333333,8509.66666666667,10870.3333333333,"Bradley C. Hanson","10/30/2018",NA,1884.802,1884.802,4.685,166.531,"MALE",NA
2016-09-30,2016,"CASH","META FINANCIAL GROUP INC",NA,"USA",3138996,516.6396,"6035",60.11,62.33,"-0.013160",58.95,8524,10466.6666666667,"Bradley C. Hanson","10/30/2018",NA,1884.802,1884.802,4.685,166.531,"MALE",NA
2017-03-31,2017,"CASH","META FINANCIAL GROUP INC",NA,"USA",4632642,827.475,"6035",84.2,91.35,"0.035397",87.3166666666667,9333.66666666667,15446.3333333333,"Bradley C. Hanson","10/30/2018",NA,11717.693,12666.03,34.603,162.917,"MALE",NA
2017-06-30,2017,"CASH","META FINANCIAL GROUP INC",NA,"USA",3172626,832.15,"6035",85.4,92.15,"0.041238",86.5,9350,10577,"Bradley C. Hanson","10/30/2018",NA,11717.693,12666.03,34.603,162.917,"MALE",NA
2018-12-31,2019,"CASH","META FINANCIAL GROUP INC",NA,"USA",17257060,764.0823,"6035",18.55,22.37,"-0.149606",22.4966666666667,39331,63751.6666666667,"Bradley C. Hanson","10/30/2018",NA,4276.089,4800.729,1.351,426.017,"MALE",NA
2019-09-30,2019,"CASH","META FINANCIAL GROUP INC",NA,"USA",16000260,1232.8863,"6035",30.61,34.17,"0.056616",31.4633333333333,37855,53408.6666666667,"Bradley C. Hanson","10/30/2018",NA,4276.089,4800.729,1.351,426.017,"MALE",NA
2019-12-31,2020,"CASH","META FINANCIAL GROUP INC",NA,"USA",13938899,1357.1497,"6035",34.19,36.51,"0.027832",34.58,37521,46482.3333333333,"Bradley C. Hanson","10/30/2018",NA,3705.96,3774.518,2,278.585,"MALE",NA
2020-03-31,2020,"CASH","META FINANCIAL GROUP INC",NA,"USA",22384034,751.6858,"6035",16.29,33.97,"-0.337291",30.5966666666667,35766.6666666667,74421,"Bradley C. Hanson","10/30/2018",NA,3705.96,3774.518,2,278.585,"MALE",NA
2020-06-30,2020,"CASH","META FINANCIAL GROUP INC",NA,"USA",25166055,629.2453,"6035",16.95,22.05,"0.005519",18.2366666666667,34615.6666666667,83705,"Bradley C. Hanson","10/30/2018",NA,3705.96,3774.518,2,278.585,"MALE",NA
2020-09-30,2020,"CASH","META FINANCIAL GROUP INC",NA,"USA",13292116,660.4184,"6035",17.89,20.08,"-0.000519",19.0533333333333,34540,44207.3333333333,"Bradley C. Hanson","10/30/2018",NA,3705.96,3774.518,2,278.585,"MALE",NA
2013-09-30,2013,"CATY","CATHAY GENERAL BANCORP",NA,"USA",14712385,1844.0332,"6020",21.79,23.37,"0.061308",23.05,78894.6666666667,51388,"Pin Tai","10/01/2016","09/30/2020",1358.379,1372.953,NA,5.56,"MALE",FALSE
2013-12-31,2013,"CATY","CATHAY GENERAL BANCORP",NA,"USA",18042403,2127.4407,"6020",25.14,27.19,"-0.032573",26.33,79236.6666666667,61586,"Pin Tai","10/01/2016","09/30/2020",1358.379,1372.953,NA,5.56,"MALE",FALSE
2014-03-31,2014,"CATY","CATHAY GENERAL BANCORP",NA,"USA",25865416,2005.6278,"6020",24.52,26.23,"-0.008658",24.7,79600,85909.6666666667,"Pin Tai","10/01/2016","09/30/2020",982.024,982.024,-26.611,3.222,"MALE",FALSE
2014-06-30,2014,"CATY","CATHAY GENERAL BANCORP",NA,"USA",23904768,2036.3908,"6020",24.12,26.47,"0.063670",24.3966666666667,79637,79740,"Pin Tai","10/01/2016","09/30/2020",982.024,982.024,-26.611,3.222,"MALE",FALSE
2014-09-30,2014,"CATY","CATHAY GENERAL BANCORP",NA,"USA",22266178,1978.9013,"6020",24.83,26.81,"-0.046467",25.4866666666667,79680.6666666667,74244.6666666667,"Pin Tai","10/01/2016","09/30/2020",982.024,982.024,-26.611,3.222,"MALE",FALSE
2014-12-31,2014,"CATY","CATHAY GENERAL BANCORP",NA,"USA",25044888,2042.4659,"6020",24.15,26.06,"0.008274",25.7933333333333,79741,84027.3333333333,"Pin Tai","10/01/2016","09/30/2020",982.024,982.024,-26.611,3.222,"MALE",FALSE
2015-03-31,2015,"CATY","CATHAY GENERAL BANCORP",NA,"USA",22750528,2273.1835,"6020",26.02,28.45,"0.101432",26.0566666666667,79845.6666666667,75881,"Pin Tai","10/01/2016","09/30/2020",1245.468,1511.218,26.957,2.728,"MALE",FALSE
2015-06-30,2015,"CATY","CATHAY GENERAL BANCORP",NA,"USA",32501100,2596.8113,"6020",30.32,33.37,"0.073792",30.4166666666667,79950.3333333333,108346.333333333,"Pin Tai","10/01/2016","09/30/2020",1245.468,1511.218,26.957,2.728,"MALE",FALSE
2015-09-30,2015,"CATY","CATHAY GENERAL BANCORP",NA,"USA",39399548,2426.8199,"6020",28.41,30.93,"0.011137",30.5666666666667,81211,131367.333333333,"Pin Tai","10/01/2016","09/30/2020",1245.468,1511.218,26.957,2.728,"MALE",FALSE
2015-12-31,2015,"CATY","CATHAY GENERAL BANCORP",NA,"USA",33569457,2531.652,"6020",30.89,34.42,"-0.087121",32.3166666666667,80937.3333333333,111979.666666667,"Pin Tai","10/01/2016","09/30/2020",1245.468,1511.218,26.957,2.728,"MALE",FALSE
2016-03-31,2016,"CATY","CATHAY GENERAL BANCORP",NA,"USA",32621705,2233.4522,"6020",27.67,28.87,"0.061446",27.6733333333333,79746.3333333333,108800.333333333,"Pin Tai","10/01/2016","09/30/2020",2700.713,2700.713,50.669,20.111,"MALE",FALSE
2016-06-30,2016,"CATY","CATHAY GENERAL BANCORP",NA,"USA",34345974,2223.9084,"6020",26.27,31.12,"-0.085010",29.8466666666667,78850,114864.333333333,"Pin Tai","10/01/2016","09/30/2020",2700.713,2700.713,50.669,20.111,"MALE",FALSE
2016-09-30,2016,"CATY","CATHAY GENERAL BANCORP",NA,"USA",25782443,2427.9264,"6020",30.28,31.53,"-0.020369",30.7266666666667,78868,86034.3333333333,"Pin Tai","10/01/2016","09/30/2020",2700.713,2700.713,50.669,20.111,"MALE",FALSE
2017-03-31,2017,"CATY","CATHAY GENERAL BANCORP",NA,"USA",23412829,3007.3162,"6020",36.21,40.77,"-0.040733",37.8,79681,78172.6666666667,"Pin Tai","10/01/2016","09/30/2020",2546.984,2546.984,15.2,34.558,"MALE",FALSE
2017-06-30,2017,"CATY","CATHAY GENERAL BANCORP",NA,"USA",27398141,3030.7629,"6020",35.44,39.23,"0.069014",37.1666666666667,79843.3333333333,91354,"Pin Tai","10/01/2016","09/30/2020",2546.984,2546.984,15.2,34.558,"MALE",FALSE
2018-12-31,2018,"CATY","CATHAY GENERAL BANCORP",NA,"USA",30329190,2699.2321,"6020",32.11,39.16,"-0.152641",36.9233333333333,80884.6666666667,101240.666666667,"Pin Tai","10/01/2016","09/30/2020",2274.424,2274.424,6.271,52.616,"MALE",FALSE
2019-09-30,2019,"CATY","CATHAY GENERAL BANCORP",NA,"USA",25632603,2768.6226,"6020",32.45,35.74,"0.046550",35.0483333333333,79781,85893.6666666667,"Pin Tai","10/01/2016","09/30/2020",1938.029,1938.029,4.146,94.165,"MALE",FALSE
2019-12-31,2019,"CATY","CATHAY GENERAL BANCORP",NA,"USA",15234664,3033.6885,"6020",36.09,38.73,"0.033406",36.8133333333333,79714.3333333333,51066,"Pin Tai","10/01/2016","09/30/2020",1938.029,1938.029,4.146,94.165,"MALE",FALSE
